Water_Body,pH,Turbidity_NTU,Temperature_C,Dissolved_Oxygen_mgL,Conductivity_uS,Bacteria_CFU_100mL,Potability,Organic_Carbon_mgL,Ammonia_mgL,Nitrates_mgL,Nitrites_mgL,Sulfate_mgL,Solids_ppm
Ocean,8.32,45.78,34.3,10.17,1133.7,2368.0,0,3.09,2.19,32.75,0.3,5.23,13549.32
Pond,6.06,3.77,9.8,3.89,1479.5,2255.0,0,3.05,3.96,24.0,1.95,359.62,22695.64
River,7.9,43.63,11.9,7.44,1361.1,4203.0,1,8.4,3.48,2.0,2.06,23.44,36727.2
Lake,7.8,34.48,30.9,11.67,586.4,4388.0,1,14.91,2.7,13.87,0.73,43.06,33982.83
River,7.42,16.61,32.9,11.28,1337.4,3784.0,0,3.45,1.29,48.09,0.63,340.63,43180.46
Pond,8.04,12.99,12.5,8.12,1068.7,2486.0,1,19.28,4.67,45.91,0.25,416.4,15624.98
Reservoir,8.59,20.57,26.3,8.95,468.3,2875.0,1,19.94,1.01,22.95,2.8,240.82,33922.69
Ocean,8.79,30.18,21.5,9.62,1411.7,1698.0,0,19.18,2.57,35.74,1.31,36.37,17195.4
Ocean,6.77,12.41,20.3,4.44,638.2,703.0,0,10.83,2.23,33.74,1.29,243.22,8006.76
Pond,7.51,44.07,17.9,5.58,671.0,2878.0,0,4.84,2.12,14.73,0.75,99.78,36476.18
River,6.9,1.87,9.6,5.93,1253.7,2005.0,0,13.4,1.14,45.52,2.58,333.51,1392.28
Lake,7.26,3.98,9.6,5.37,1207.6,3340.0,0,1.86,4.36,25.44,1.19,12.97,41734.82
River,7.5,24.12,31.2,8.04,961.8,3382.0,1,15.37,3.35,13.74,1.42,338.08,44545.82
River,8.36,17.47,20.5,10.45,321.4,2724.0,0,10.41,1.92,19.74,2.48,312.38,9082.91
Lake,8.75,15.91,13.0,4.47,1416.8,2177.0,0,12.88,1.63,25.71,0.38,77.44,2921.26
Ocean,7.76,23.1,6.0,6.02,209.8,4759.0,0,15.62,0.05,4.18,2.28,196.24,20385.43
River,8.98,28.89,33.1,7.43,1384.8,2061.0,1,18.38,3.73,45.89,0.28,221.59,1696.5
Reservoir,7.7,7.84,28.0,4.72,1425.3,1431.0,1,18.75,2.59,21.84,1.61,468.0,4282.62
Reservoir,8.42,42.53,23.4,11.04,226.1,427.0,1,4.45,3.56,27.9,1.82,42.94,18301.54
Pond,6.42,17.51,18.7,8.14,759.3,754.0,1,18.57,2.0,16.84,1.84,403.65,25542.15
Pond,6.02,24.86,10.4,8.46,582.2,908.0,1,16.21,4.19,4.29,1.74,345.2,25991.13
Lake,6.08,28.55,11.7,3.87,397.3,1866.0,0,2.96,2.56,10.35,1.29,317.56,6614.94
Lake,8.68,32.58,28.6,4.68,1208.5,4204.0,1,5.17,2.46,47.84,1.56,173.03,34026.23
Pond,6.22,6.08,31.6,4.52,718.8,2570.0,1,10.11,4.19,18.82,2.9,85.37,14309.54
River,7.84,42.3,25.1,9.74,1374.4,659.0,0,1.4,2.04,31.14,2.65,65.42,7017.5
Ocean,7.73,3.68,27.3,8.9,55.1,579.0,0,11.28,0.42,15.55,0.02,420.76,34176.89
Reservoir,8.34,11.34,10.4,9.78,667.4,1778.0,0,1.17,1.64,32.25,0.41,364.83,38652.05
Lake,6.94,5.37,5.6,4.64,427.7,2715.0,1,3.02,3.9,44.3,0.67,101.56,30634.51
Pond,7.06,38.28,9.9,7.02,1314.0,2210.0,0,0.27,1.78,20.81,0.42,68.39,41166.72
Reservoir,7.06,35.81,9.7,3.52,1030.6,364.0,0,9.45,1.33,26.04,0.87,53.93,9927.01
Lake,6.51,15.3,22.7,4.55,1179.7,335.0,1,14.85,3.53,48.83,1.25,223.1,10248.05
Lake,6.62,39.21,18.7,3.44,675.9,3483.0,0,0.92,1.42,23.19,2.89,430.0,48789.9
River,6.59,45.5,16.8,6.42,598.5,2604.0,1,16.68,4.48,24.58,1.82,380.63,36916.74
Lake,6.44,9.63,27.6,10.49,966.2,3028.0,0,17.6,3.79,5.9,2.74,461.43,34930.44
Ocean,8.31,18.69,16.4,5.07,843.6,3978.0,1,0.54,0.61,9.96,1.51,231.13,31897.6
Lake,7.83,26.69,9.1,7.47,354.5,1704.0,0,0.25,4.22,47.17,2.12,317.55,26463.55
Ocean,7.71,15.59,33.7,8.21,94.9,4593.0,0,6.09,1.18,17.8,2.76,166.04,32189.03
River,8.03,33.4,21.8,8.36,296.1,4870.0,1,12.24,1.14,38.62,0.05,24.15,24134.31
Ocean,7.03,41.77,6.7,5.72,54.9,739.0,0,8.46,4.34,40.2,2.55,406.71,21892.43
Reservoir,8.19,36.67,7.6,5.26,636.6,4827.0,0,4.58,3.7,25.83,0.49,173.97,25588.56
Lake,6.82,47.22,29.5,7.13,592.2,2063.0,1,18.31,0.22,6.32,2.38,322.19,915.69
Pond,8.45,19.69,9.4,9.89,67.2,2859.0,0,6.72,2.21,24.41,0.95,34.52,49949.43
Pond,7.85,9.52,15.7,10.27,552.6,3069.0,1,17.83,3.89,15.18,2.27,70.06,10694.73
Ocean,8.46,43.56,21.6,4.05,274.1,1313.0,1,13.89,3.32,5.13,1.88,428.07,23617.79
River,6.16,49.41,20.0,3.35,1323.4,1109.0,1,8.01,0.72,22.41,0.05,9.09,37923.8
Ocean,8.53,22.64,23.2,5.61,343.9,4859.0,1,18.57,4.19,37.94,1.37,243.76,11406.53
Ocean,6.3,9.95,33.1,10.18,1053.5,2202.0,1,14.57,4.56,1.7,2.26,203.53,11121.98
Ocean,8.01,14.75,7.7,11.23,991.4,2827.0,1,11.74,1.39,21.61,2.42,314.28,12632.97
Reservoir,6.68,22.34,21.8,10.2,1016.2,1467.0,1,2.02,1.57,33.18,2.94,384.86,18782.64
Reservoir,6.14,7.46,21.1,3.99,182.6,4701.0,0,8.55,3.99,18.2,0.28,71.07,29095.13
Ocean,6.78,19.86,28.4,11.58,621.8,2514.0,0,12.04,2.09,47.52,0.25,40.77,44333.57
River,7.21,34.98,14.3,6.8,955.4,1301.0,1,3.98,1.38,43.24,2.2,491.33,10114.54
Lake,6.43,26.24,5.3,7.73,344.9,4478.0,0,3.04,0.49,37.62,0.04,132.81,25938.67
Pond,6.3,39.32,8.4,7.17,1037.4,4133.0,1,0.75,2.83,20.38,0.74,80.71,35441.42
Reservoir,8.98,5.74,30.6,11.22,466.4,2941.0,1,12.6,3.45,37.62,2.87,146.66,21698.13
Lake,6.24,42.03,30.3,9.87,1383.7,4937.0,1,16.83,2.37,1.24,1.37,370.23,12663.57
Reservoir,6.57,17.03,30.5,9.83,674.3,1570.0,1,8.4,3.97,16.49,1.41,177.21,15778.27
Reservoir,6.76,18.0,13.8,10.54,680.4,2460.0,1,0.55,1.92,41.16,1.76,240.97,27114.87
Reservoir,6.95,29.84,30.3,3.45,886.2,2036.0,1,10.24,2.26,36.69,0.37,155.12,20780.2
Ocean,6.39,36.16,13.8,7.88,518.2,3040.0,1,18.22,2.45,44.39,1.44,344.24,15950.06
Ocean,8.52,8.16,16.2,7.59,800.5,4898.0,1,5.21,3.57,47.58,2.94,22.96,42410.7
Reservoir,8.77,1.5,8.7,6.17,1136.6,3530.0,0,13.77,0.45,15.72,0.3,40.91,42627.48
Reservoir,7.65,14.2,12.9,8.13,437.3,2238.0,0,11.14,1.61,6.97,1.6,130.26,20657.51
Pond,7.7,16.77,18.6,7.2,507.3,3679.0,1,18.37,2.8,49.25,2.07,64.04,18472.56
Lake,8.98,8.04,23.8,7.92,423.3,764.0,0,14.67,4.66,29.28,1.91,375.96,38872.45
Lake,8.65,38.47,30.9,9.46,1058.8,692.0,0,2.75,0.25,15.45,1.75,89.2,2947.05
River,7.22,32.96,32.2,9.14,485.2,3557.0,0,1.91,4.33,27.0,2.24,403.12,36650.32
River,8.28,10.57,11.6,8.21,822.0,676.0,0,2.52,2.14,41.06,2.73,39.38,45010.92
River,6.8,8.18,23.6,6.56,1454.3,3659.0,1,3.03,4.9,24.08,0.56,240.86,20111.25
Ocean,6.16,24.58,27.6,4.97,399.2,1815.0,0,11.75,2.79,28.23,1.63,324.58,34992.36
Ocean,6.07,42.83,27.8,11.33,579.2,1958.0,1,1.6,3.4,38.71,2.21,170.64,5645.66
Pond,7.62,19.1,16.1,4.13,1023.4,4485.0,1,10.79,4.34,31.15,1.44,142.66,36307.99
Ocean,7.5,31.67,11.3,10.94,999.1,4026.0,1,12.82,3.6,36.85,1.84,484.92,15724.8
River,6.45,11.55,29.1,3.75,603.1,3010.0,0,11.62,1.66,38.41,0.04,57.9,33743.04
Reservoir,8.56,45.3,31.3,7.01,1229.9,1168.0,1,4.24,3.07,24.01,2.58,473.73,13762.1
River,7.75,40.86,25.2,11.03,171.8,1271.0,0,17.52,2.38,9.21,2.47,333.04,2322.64
Pond,7.14,41.69,9.4,4.75,116.9,2000.0,0,9.63,4.71,2.9,0.91,383.81,4520.08
Reservoir,7.52,1.03,7.3,9.69,1243.7,1817.0,0,3.22,1.27,21.34,1.08,105.5,23738.55
Ocean,6.29,24.71,27.1,3.6,216.7,581.0,0,10.37,1.87,43.01,1.58,484.87,2001.53
Reservoir,8.7,1.8,15.0,10.71,722.6,1772.0,0,15.77,1.48,13.83,0.21,48.25,19079.77
Pond,6.87,42.49,15.1,3.1,213.1,4096.0,0,2.68,2.32,15.62,0.31,161.81,155.86
Ocean,6.52,9.01,15.6,8.71,559.1,4755.0,1,12.22,2.59,38.64,0.35,407.33,39816.89
Lake,7.28,36.36,15.4,7.87,417.9,4071.0,1,5.44,2.58,42.51,1.66,14.17,34477.44
River,6.84,12.78,7.9,10.61,207.0,4305.0,0,15.52,1.21,44.31,0.78,244.57,37747.14
River,6.92,41.81,17.2,8.13,159.8,1149.0,1,7.26,0.48,41.9,1.33,74.53,13460.44
Pond,8.47,16.04,23.8,6.3,1185.3,3017.0,1,4.22,0.38,40.74,2.24,8.57,40327.7
Pond,7.64,2.53,9.2,5.09,483.0,3337.0,0,1.22,1.7,24.9,0.99,173.43,40218.37
River,8.8,2.84,26.6,6.11,1316.3,352.0,0,0.31,3.76,47.37,2.04,393.26,44318.03
Reservoir,8.85,42.98,20.1,6.14,1181.0,3915.0,1,16.11,4.48,5.13,2.64,471.58,49797.01
Lake,8.97,44.79,12.8,4.04,185.9,3696.0,0,9.8,2.86,34.56,0.08,255.9,34392.67
Lake,6.39,37.43,22.3,11.66,359.1,4793.0,1,5.7,0.68,28.24,1.6,32.19,34128.96
Pond,8.69,48.58,11.5,6.87,476.3,2251.0,1,7.32,4.18,23.78,2.36,386.03,28959.49
Pond,6.88,45.75,9.4,4.18,56.8,1971.0,1,4.48,0.07,14.47,0.72,154.3,47739.38
Reservoir,7.89,36.0,27.6,3.28,183.4,3817.0,0,1.83,0.21,0.79,0.89,147.48,14918.17
Pond,8.63,1.12,18.1,10.69,901.9,2914.0,1,12.91,0.23,38.15,1.18,84.12,19115.03
Lake,6.28,9.81,25.0,8.53,919.5,2186.0,1,5.04,2.83,48.49,1.75,217.27,26382.79
River,6.46,11.32,16.1,9.39,1276.0,4613.0,1,16.93,1.34,46.63,1.92,102.01,34737.8
Lake,8.2,14.36,33.5,11.74,687.2,3781.0,1,17.57,0.56,17.86,2.78,150.95,42595.2
Reservoir,7.04,13.91,10.5,4.76,315.4,2000.0,1,19.79,3.36,16.29,0.34,68.82,26464.34
River,7.97,9.95,14.5,9.82,241.4,2296.0,1,18.47,0.53,7.71,0.56,99.7,43976.7
River,6.34,24.55,31.2,6.01,405.7,3115.0,0,18.38,2.65,46.42,1.95,188.75,41592.13
Lake,8.92,48.07,31.3,4.41,720.1,2866.0,1,5.02,2.31,44.52,1.74,162.14,13959.25
River,7.5,2.78,13.5,3.92,759.3,243.0,1,6.93,4.08,23.07,0.02,483.62,43590.89
River,8.61,8.91,29.1,10.02,1265.9,2016.0,1,4.89,0.64,38.01,0.08,107.5,20989.69
Pond,8.02,18.55,26.8,10.91,907.5,4082.0,0,17.25,3.24,6.15,1.88,491.65,15661.41
River,8.86,30.67,29.2,6.55,1293.4,3010.0,1,1.65,4.81,39.42,1.81,359.13,37088.56
Reservoir,7.71,7.16,6.9,6.48,1151.9,4536.0,0,8.29,0.94,27.23,0.78,450.36,21140.87
River,6.92,28.21,17.7,7.46,120.0,4132.0,0,14.29,1.8,6.44,2.73,197.74,41967.53
Pond,7.84,7.1,12.9,7.84,1093.9,760.0,1,3.43,4.95,32.63,1.25,439.72,27741.27
Ocean,8.99,10.6,31.3,7.57,489.6,4235.0,0,2.25,3.47,42.36,1.42,438.03,10353.98
Ocean,8.45,1.36,5.3,9.13,957.5,2655.0,1,14.75,0.48,26.87,1.42,166.75,48019.46
Reservoir,7.36,48.04,18.3,3.52,319.1,2970.0,1,6.94,2.57,43.34,0.28,153.42,16247.0
Reservoir,8.45,13.42,11.5,8.62,767.8,3266.0,0,9.82,4.76,31.46,0.41,70.33,19973.87
River,8.11,30.78,14.3,11.82,1100.1,160.0,1,18.64,2.25,5.73,2.01,180.89,40591.63
River,8.82,12.77,34.1,8.1,1031.6,84.0,1,10.61,3.01,38.23,0.89,234.11,9296.66
Ocean,7.09,46.37,33.6,3.6,1445.3,3384.0,0,1.28,4.93,21.78,1.08,436.48,350.08
Ocean,6.12,2.74,30.8,11.21,1498.1,1014.0,1,0.86,2.96,18.89,1.77,225.08,16599.33
Lake,6.26,24.96,33.9,11.74,421.0,3714.0,0,9.01,1.12,1.33,0.98,240.65,10398.7
Ocean,8.3,16.68,34.8,4.01,350.2,171.0,0,10.52,4.52,4.52,1.73,479.29,45712.6
Ocean,8.07,18.6,29.8,9.7,816.8,4280.0,1,4.29,1.97,48.1,1.98,212.47,17833.26
Reservoir,8.2,5.5,6.4,4.99,201.5,2159.0,0,1.63,1.24,43.1,0.25,201.58,13522.95
Lake,8.0,19.91,8.4,5.81,762.2,2433.0,0,6.65,0.1,1.94,0.82,16.33,11853.75
Lake,7.37,36.81,16.8,3.86,503.5,2087.0,1,7.61,4.05,34.73,0.86,477.2,26752.93
River,6.2,34.35,7.8,7.11,1118.2,1159.0,1,15.6,0.94,4.07,1.8,240.54,23828.17
River,8.51,45.98,24.5,7.01,347.5,2681.0,0,2.63,0.54,48.61,1.73,50.74,48108.31
Lake,6.54,3.44,29.9,5.46,52.0,1475.0,1,14.08,4.16,0.4,1.38,494.45,13822.49
Lake,8.97,45.21,24.6,7.01,811.7,600.0,1,18.9,3.25,35.78,1.93,443.43,46661.03
River,6.62,22.84,22.0,5.39,510.3,1463.0,0,6.64,2.89,23.53,1.82,122.56,35554.25
Reservoir,6.25,21.32,22.0,8.91,239.9,3236.0,1,14.06,2.02,13.91,2.74,179.87,43761.6
Reservoir,7.13,21.81,14.8,9.55,1050.5,3979.0,0,2.29,3.99,13.95,1.44,62.98,37293.86
Reservoir,6.98,34.89,30.0,3.14,538.0,2488.0,1,18.25,3.58,37.79,1.45,101.05,34159.08
Reservoir,8.93,22.67,29.1,5.52,1106.2,2402.0,0,19.41,4.19,49.09,2.76,421.85,7184.42
River,7.18,48.9,14.6,7.28,740.4,1280.0,1,16.37,1.28,6.35,2.45,454.44,31806.71
Pond,6.14,34.18,30.1,5.89,211.1,441.0,0,5.79,2.95,2.09,2.23,346.25,1502.47
Ocean,8.96,30.49,24.6,8.44,188.5,1401.0,0,7.95,2.31,5.61,2.28,118.53,29385.59
Ocean,8.36,8.3,20.8,10.93,377.8,186.0,1,4.24,4.97,16.29,1.97,317.73,35864.46
Ocean,8.99,12.27,28.8,8.13,100.0,2574.0,0,7.67,4.83,40.08,0.44,159.94,17630.41
Ocean,6.95,34.19,29.5,9.26,596.7,503.0,0,17.99,1.37,34.8,0.14,6.02,3652.51
River,6.35,19.23,27.7,5.23,1212.4,572.0,0,4.1,1.46,28.92,2.07,131.25,43211.69
Pond,7.19,38.46,18.0,11.54,121.9,1204.0,0,9.25,3.09,21.22,2.18,414.16,40409.42
River,6.42,21.72,32.9,5.12,495.9,4318.0,1,17.6,3.16,46.52,1.96,116.72,21969.15
Pond,6.44,43.66,14.8,3.53,908.3,4093.0,1,9.95,2.47,49.02,1.45,49.0,49980.83
River,8.71,30.01,11.3,8.93,111.8,2159.0,0,10.25,2.71,27.86,0.14,305.63,42488.7
Lake,8.98,42.29,31.2,11.18,613.5,457.0,1,9.37,4.7,16.3,1.94,357.6,6140.05
Pond,8.98,44.11,20.7,8.09,1412.9,4617.0,1,15.32,0.68,1.47,2.79,243.9,40793.23
Ocean,7.32,16.79,7.6,5.94,666.6,4013.0,1,19.35,4.42,35.31,1.46,38.89,17747.46
Pond,6.72,19.96,14.2,11.19,1481.6,3099.0,0,17.56,3.97,5.46,0.23,399.94,21430.22
Reservoir,6.52,36.34,20.5,8.77,1075.0,3356.0,1,4.19,2.48,44.63,0.07,174.69,35309.98
Pond,7.15,6.57,33.5,8.7,872.7,114.0,1,2.69,4.59,29.81,2.24,115.35,26169.82
Reservoir,7.8,7.63,6.4,3.48,1340.3,3985.0,0,17.57,4.18,42.58,2.74,482.92,5015.78
Reservoir,8.23,41.17,18.2,3.17,296.7,333.0,1,7.28,3.43,2.85,1.59,351.11,34271.62
Lake,7.55,1.14,31.1,9.52,1125.6,4138.0,1,11.4,4.89,32.13,1.08,362.02,26711.23
Pond,8.53,2.36,8.0,3.68,484.4,2289.0,0,18.53,3.12,14.39,0.2,89.68,2781.9
Lake,8.76,28.99,31.8,6.11,1001.0,696.0,0,11.85,3.93,16.06,2.58,415.56,45328.34
Ocean,8.66,48.17,20.9,7.94,1166.8,3393.0,0,17.93,3.82,4.22,0.43,23.2,15636.56
Pond,7.11,46.67,20.7,8.97,1156.5,1528.0,1,19.54,1.39,35.74,1.27,80.05,34423.53
River,8.85,22.33,7.0,5.12,810.4,4945.0,1,18.96,0.91,4.79,2.42,459.73,49346.07
River,8.77,40.06,31.7,10.85,236.8,223.0,0,9.33,4.98,36.57,2.59,68.36,5056.79
River,7.23,34.98,12.4,4.69,539.7,2409.0,0,10.49,3.94,15.12,1.88,24.63,18781.74
Reservoir,7.26,40.28,21.9,9.48,1338.0,1586.0,1,11.11,2.66,7.27,2.25,118.36,39020.42
River,6.23,12.51,31.8,3.1,1083.1,1020.0,0,11.0,0.66,41.93,1.4,212.51,1942.59
Ocean,8.81,16.67,34.5,3.15,759.4,1339.0,1,16.32,3.85,4.86,2.59,128.12,2313.51
Pond,6.27,38.96,11.1,8.27,1112.3,349.0,1,6.9,4.57,46.52,2.91,434.62,31220.9
Pond,7.47,14.03,24.9,6.45,242.5,3690.0,0,19.82,2.58,14.83,0.68,85.94,3246.26
Reservoir,8.16,38.02,14.8,8.02,402.3,3871.0,0,11.5,4.97,32.77,2.12,276.51,25576.06
Reservoir,8.64,37.76,13.3,4.28,1490.9,4417.0,0,16.77,1.17,46.67,1.36,160.18,15394.65
Reservoir,7.71,38.34,18.8,4.52,1377.3,998.0,1,1.36,1.06,1.86,0.83,198.6,3602.18
Ocean,8.05,22.11,24.7,11.72,1313.9,4238.0,0,10.52,4.16,36.48,1.97,223.73,29756.96
Pond,8.13,10.04,32.4,7.77,873.2,2862.0,0,8.12,1.82,38.58,2.18,18.43,6728.79
Lake,6.05,5.23,15.4,3.8,763.1,342.0,0,8.73,0.81,40.17,0.62,182.9,44420.5
Reservoir,8.83,10.1,20.0,7.55,1262.5,2792.0,1,18.97,2.71,28.57,1.17,367.59,27650.77
River,7.08,24.79,8.0,3.52,318.3,167.0,0,3.81,3.53,16.87,1.75,291.84,7269.75
Lake,6.53,13.42,18.2,5.7,667.0,2772.0,1,4.95,1.46,33.68,2.08,49.59,48433.63
Lake,7.42,43.01,27.9,11.04,837.7,3826.0,1,2.25,0.55,12.54,1.59,94.13,24397.45
Reservoir,8.2,36.8,7.6,8.61,728.4,1682.0,1,17.37,3.44,42.99,0.09,429.67,35327.6
River,8.48,37.16,34.5,6.26,600.2,575.0,1,4.67,2.82,5.61,0.69,259.33,6990.46
Reservoir,8.16,15.15,30.4,8.48,1009.6,3033.0,1,17.22,1.73,30.06,0.9,218.59,28893.61
Reservoir,7.2,23.77,15.6,11.63,192.3,1435.0,0,12.93,0.1,46.28,0.83,495.72,3916.56
River,8.04,31.89,32.7,8.09,877.2,337.0,1,5.7,1.62,19.21,0.2,471.11,41096.6
Lake,7.3,22.5,27.7,10.65,141.7,4319.0,0,2.36,2.69,41.97,1.69,99.27,37425.44
Lake,8.96,39.83,20.2,4.86,848.9,3442.0,0,18.32,0.54,12.67,1.42,27.63,44419.11
River,8.99,29.75,32.7,10.43,759.3,4701.0,1,19.7,4.07,37.64,1.91,119.98,36094.29
Lake,6.75,30.08,11.8,11.6,873.8,1425.0,0,3.14,1.17,41.37,1.89,352.33,25358.44
Ocean,7.45,3.35,11.6,3.96,76.5,3839.0,1,1.03,3.57,23.48,1.45,85.47,16704.09
Reservoir,7.73,39.82,6.0,10.33,302.0,16.0,0,13.57,4.24,14.3,0.19,325.91,38945.17
Ocean,7.91,6.62,6.2,7.8,114.5,299.0,1,6.86,0.95,7.34,1.96,470.63,12213.46
Ocean,7.3,10.42,21.5,5.33,1449.4,3345.0,1,0.79,2.11,19.86,0.11,7.82,46373.18
Ocean,7.57,6.35,17.7,11.12,1438.6,1522.0,0,17.86,1.56,9.67,0.99,453.88,40934.28
Pond,7.66,41.85,33.1,3.53,782.9,4928.0,0,17.33,3.33,32.29,1.6,412.9,2746.18
Pond,7.16,44.28,11.4,11.78,821.1,3022.0,1,19.21,0.98,34.82,1.65,87.01,17281.31
Ocean,6.96,48.88,24.4,4.65,1295.9,2894.0,0,17.68,2.46,13.13,1.47,469.81,5908.74
Reservoir,7.9,8.7,14.6,11.69,667.1,3148.0,0,0.59,2.92,44.46,0.17,327.84,16490.11
Ocean,7.33,42.58,29.3,5.63,632.2,808.0,1,4.14,1.73,6.14,1.27,428.97,25941.84
Ocean,8.92,29.3,31.8,8.91,686.4,3085.0,0,4.47,4.39,24.62,1.77,272.91,42532.66
Pond,7.13,45.16,20.5,11.63,383.8,2175.0,1,17.3,3.17,18.06,2.69,378.54,34653.54
Ocean,6.59,14.97,25.2,11.78,612.5,1357.0,1,17.15,2.35,48.23,2.1,51.49,39692.48
Reservoir,7.28,14.22,31.6,8.06,1124.0,3336.0,0,16.02,0.09,20.31,0.27,127.86,1386.57
Reservoir,7.97,40.37,17.5,10.65,855.4,2723.0,0,15.55,2.91,22.32,2.49,166.72,3159.85
Ocean,7.33,12.76,20.2,9.16,1267.7,574.0,1,14.47,4.18,3.07,2.93,456.97,37047.79
Reservoir,6.86,4.08,8.5,3.14,1079.0,2991.0,1,5.62,1.5,7.57,2.24,141.13,35416.64
Ocean,7.49,22.31,33.0,3.69,211.4,4693.0,1,1.67,2.78,45.04,0.94,329.78,16843.02
Pond,7.34,30.44,20.3,9.63,1093.1,2417.0,0,3.32,4.09,18.69,2.85,94.55,48677.81
Ocean,8.83,35.48,15.4,3.22,454.9,1311.0,1,15.39,3.69,35.82,0.64,409.06,40940.75
Lake,6.06,7.5,31.5,3.04,1286.3,250.0,1,14.51,3.6,18.31,2.2,326.15,45014.85
Pond,7.18,25.97,29.7,8.31,815.3,3512.0,0,17.14,4.3,41.93,1.4,328.53,469.42
Reservoir,7.02,17.0,11.8,4.77,1093.5,3497.0,1,8.82,2.37,37.24,2.67,452.02,22715.19
Reservoir,6.67,22.72,32.7,9.97,781.0,4085.0,1,9.02,1.87,37.2,2.38,477.21,22489.19
Pond,7.64,5.26,20.8,5.28,389.6,4244.0,0,1.68,3.78,26.46,2.09,234.51,6210.73
Lake,7.84,37.14,19.4,3.67,1252.0,4503.0,1,13.59,4.6,0.84,2.41,406.41,40887.03
Pond,6.03,32.24,20.4,3.56,756.2,3226.0,0,11.06,3.86,35.71,0.93,113.6,49798.57
River,8.03,26.77,6.7,3.85,849.4,2159.0,1,0.52,3.15,43.19,1.84,58.53,22582.57
Lake,7.15,9.44,22.3,9.9,1165.6,549.0,0,17.06,0.31,32.58,0.13,494.71,33926.25
Pond,8.77,9.05,7.1,3.12,1393.4,3375.0,1,0.34,3.89,42.86,0.29,467.56,42842.95
River,8.23,10.46,9.5,10.17,916.2,4027.0,1,5.45,1.47,31.58,1.23,414.16,21052.71
Ocean,7.54,39.49,32.9,3.69,1173.6,3217.0,0,18.3,2.58,25.96,2.04,385.95,15686.76
Lake,8.85,18.34,32.9,4.92,653.4,1259.0,0,16.27,0.85,26.91,0.44,11.28,46949.98
Ocean,8.06,19.06,7.3,5.04,904.1,4260.0,1,3.65,4.79,39.17,2.82,187.79,20607.67
River,8.42,18.09,23.3,3.29,472.2,1949.0,0,5.51,1.94,46.27,2.87,167.32,3406.29
Reservoir,8.87,6.82,5.9,5.15,821.9,3307.0,1,19.06,3.56,3.61,2.76,223.55,47389.43
Reservoir,8.67,42.63,35.0,4.96,855.2,2261.0,1,12.3,0.63,47.76,1.29,254.49,46513.43
Reservoir,6.21,28.66,29.2,11.11,351.7,4886.0,1,6.35,3.36,11.41,0.69,168.78,43536.73
Ocean,6.63,49.75,9.2,5.76,246.6,3883.0,0,14.68,1.41,34.35,1.79,79.2,49334.96
Lake,7.89,26.11,11.5,5.04,1319.2,2279.0,0,5.69,0.78,14.67,0.94,279.08,9493.94
Ocean,6.48,34.62,6.2,10.28,1482.3,513.0,1,6.09,1.84,45.86,2.42,245.73,22209.1
Ocean,7.39,40.59,26.7,10.48,1185.1,4093.0,1,16.51,4.9,43.68,0.1,437.5,38988.44
Reservoir,7.44,40.93,14.4,8.59,806.3,1794.0,1,6.13,1.7,32.67,1.25,273.85,38283.68
Ocean,7.39,22.2,8.6,7.33,1439.3,365.0,1,0.95,0.63,11.95,0.53,385.92,32207.95
River,8.47,19.33,25.5,3.61,1358.6,3123.0,0,11.38,2.32,20.72,0.57,167.19,40049.19
Pond,7.47,7.81,22.8,3.35,237.3,1445.0,1,15.47,2.54,29.24,2.68,189.82,26360.3
Pond,8.61,38.59,32.7,10.88,1271.2,1502.0,0,17.57,1.26,43.57,2.24,461.43,1741.51
Pond,8.32,31.48,15.5,4.68,998.6,2741.0,0,16.94,2.17,1.55,1.86,183.04,36752.36
Reservoir,7.93,8.94,27.0,6.03,636.4,577.0,0,1.67,2.91,0.13,2.75,119.98,12545.05
Reservoir,7.73,25.09,7.9,8.96,92.7,2004.0,0,7.44,3.26,16.05,0.76,194.02,11133.85
Pond,6.7,28.71,30.7,4.87,633.4,4595.0,0,6.08,4.05,12.1,1.59,332.69,16903.17
Lake,8.3,43.32,26.4,4.81,415.8,643.0,0,17.92,0.85,1.95,2.3,133.17,15518.56
Pond,8.41,4.76,8.5,11.08,930.7,1474.0,0,16.65,4.99,30.17,2.68,349.68,22328.78
Ocean,7.47,8.51,27.1,7.56,561.0,4230.0,0,12.42,2.08,37.59,2.06,364.01,2943.93
Pond,6.66,26.93,6.0,5.02,530.5,2293.0,1,13.46,1.21,49.83,1.92,453.62,5387.86
Pond,8.28,2.77,33.0,9.67,273.3,2735.0,0,14.6,0.93,31.0,0.63,323.5,43949.32
Lake,8.4,19.48,28.0,4.57,313.5,4647.0,1,16.2,0.49,6.23,1.77,323.34,28568.01
Reservoir,7.7,1.28,22.8,4.02,906.7,380.0,1,16.54,0.57,28.01,0.12,126.24,21000.04
Reservoir,8.09,13.25,29.5,3.85,539.0,4594.0,1,19.72,4.14,4.48,2.12,74.38,8620.38
Ocean,8.32,8.49,5.6,6.55,753.1,132.0,1,0.35,1.91,43.11,0.81,294.89,11260.44
Pond,6.87,14.65,12.1,7.92,973.5,1589.0,1,3.42,0.02,41.09,2.42,424.94,30375.45
River,6.85,38.47,22.4,8.03,1455.4,4103.0,1,4.08,0.59,30.87,0.62,172.5,45565.7
